PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.TotalRebounds),SUM(Actions.OffensiveRebounds),SUM(Actions.Assists),SUM(Actions.PersonalFouls),SUM(Actions.Turnovers),SUM(Actions.3PointsMade),SUM(Actions.FieldGoalsMade),SUM(Actions.FreeThrowsMade),SUM(Actions.FreeThrowAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.Steals),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.DefensiveRebounds),SUM(Actions.Points),SUM(Actions.BlockedShots),SUM(Actions.FieldGoalAttempts),STD(Actions.TotalRebounds),STD(Actions.OffensiveRebounds),STD(Actions.Assists),STD(Actions.PersonalFouls),STD(Actions.Turnovers),STD(Actions.3PointsMade),STD(Actions.FieldGoalsMade),STD(Actions.FreeThrowsMade),STD(Actions.FreeThrowAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.Steals),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.DefensiveRebounds),STD(Actions.Points),STD(Actions.BlockedShots),STD(Actions.FieldGoalAttempts),MAX(Actions.TotalRebounds),MAX(Actions.OffensiveRebounds),MAX(Actions.Assists),MAX(Actions.PersonalFouls),MAX(Actions.Turnovers),MAX(Actions.FieldGoalsMade),MAX(Actions.FreeThrowsMade),MAX(Actions.FreeThrowAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.Steals),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.DefensiveRebounds),MAX(Actions.Points),MAX(Actions.BlockedShots),MAX(Actions.FieldGoalAttempts),SKEW(Actions.TotalRebounds),SKEW(Actions.OffensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.PersonalFouls),SKEW(Actions.Turnovers),SKEW(Actions.FieldGoalsMade),SKEW(Actions.FreeThrowsMade),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.Steals),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Points),SKEW(Actions.BlockedShots),SKEW(Actions.FieldGoalAttempts),MIN(Actions.TotalRebounds),MIN(Actions.OffensiveRebounds),MIN(Actions.Assists),MIN(Actions.PersonalFouls),MIN(Actions.Turnovers),MIN(Actions.FieldGoalsMade),MIN(Actions.FreeThrowsMade),MIN(Actions.FreeThrowAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.Steals),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.DefensiveRebounds),MIN(Actions.Points),MIN(Actions.BlockedShots),MIN(Actions.FieldGoalAttempts),MEAN(Actions.TotalRebounds),MEAN(Actions.OffensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.PersonalFouls),MEAN(Actions.Turnovers),MEAN(Actions.FieldGoalsMade),MEAN(Actions.FreeThrowsMade),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.Steals),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Points),MEAN(Actions.BlockedShots),MEAN(Actions.FieldGoalAttempts),MODE(Actions.GameId),MODE(Actions.TeamId),add_numerical
28,Draymond Green,2,0.40380617365554583,8.0,2.0,7.0,0.0,0.0,6.0,7.0,0.0,1.0,0.0,5.0,1.0,1.0,2437.0,6.0,16.0,0.0,9.0,5.656854249492381,1.4142135623730951,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.7071067811865476,0.0,3.5355339059327378,0.7071067811865476,0.7071067811865476,1723.2192257516162,4.242640687119285,11.313708498984761,0.0,6.363961030678928,8.0,2.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,1.0,1.0,2437.0,6.0,16.0,0.0,9.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.5,0.0,0.0,3.5,0.0,0.5,0.0,2.5,0.5,0.5,1218.5,3.0,8.0,0.0,4.5,11.0,3.0,28
29,Jermaine O'Neal,2,0.4548369663973143,15.0,1.0,10.0,6.0,3.0,6.0,8.0,0.0,0.0,3.0,-7.0,2.0,2.0,4450.0,14.0,17.0,3.0,19.0,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,21.920310216782973,1.4142135623730951,0.0,424.26406871192853,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,8.0,1.0,6.0,3.0,2.0,4.0,0.0,0.0,2.0,12.0,2.0,1.0,2525.0,8.0,9.0,2.0,10.0,,,,,,,,,,,,,,,,,,7.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,-19.0,0.0,1.0,1925.0,6.0,8.0,1.0,9.0,7.5,0.5,5.0,3.0,1.5,4.0,0.0,0.0,1.5,-3.5,1.0,1.0,2225.0,7.0,8.5,1.5,9.5,11.0,3.0,29
30,Klay Thompson,2,0.8091693026852798,8.0,4.0,0.0,2.0,2.0,6.0,9.0,2.0,4.0,1.0,-4.0,0.0,2.0,2258.0,4.0,20.0,1.0,12.0,5.656854249492381,2.8284271247461903,0.0,0.0,0.0,0.0,6.363961030678928,1.4142135623730951,2.8284271247461903,0.7071067811865476,0.0,0.0,0.0,1223.2947314527273,2.8284271247461903,14.142135623730951,0.7071067811865476,8.48528137423857,8.0,4.0,0.0,1.0,1.0,9.0,2.0,4.0,1.0,-2.0,0.0,1.0,1994.0,4.0,20.0,1.0,12.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,264.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,4.5,1.0,2.0,0.5,-2.0,0.0,1.0,1129.0,2.0,10.0,0.5,6.0,11.0,3.0,30
31,Stephen Curry,2,0.7025814502572547,7.0,0.0,7.0,5.0,2.0,6.0,16.0,3.0,3.0,2.0,-19.0,1.0,2.0,4793.0,7.0,42.0,0.0,32.0,2.1213203435596424,0.0,2.1213203435596424,0.7071067811865476,1.4142135623730951,0.0,4.242640687119285,0.7071067811865476,0.7071067811865476,1.4142135623730951,21.920310216782973,0.7071067811865476,0.0,613.0615792887367,2.1213203435596424,8.48528137423857,0.0,11.313708498984761,5.0,0.0,5.0,3.0,2.0,11.0,2.0,2.0,2.0,6.0,1.0,1.0,2830.0,5.0,27.0,0.0,24.0,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,2.0,0.0,5.0,1.0,1.0,0.0,-25.0,0.0,1.0,1963.0,2.0,15.0,0.0,8.0,3.5,0.0,3.5,2.5,1.0,8.0,1.5,1.5,1.0,-9.5,0.5,1.0,2396.5,3.5,21.0,0.0,16.0,11.0,3.0,31
32,Marreese Speights,2,0.6870329352287395,5.0,0.0,15.0,5.0,6.0,6.0,15.0,0.0,0.0,2.0,-11.0,2.0,2.0,4430.0,5.0,38.0,0.0,32.0,3.5355339059327378,0.0,3.5355339059327378,0.7071067811865476,1.4142135623730951,0.0,3.5355339059327378,0.0,0.0,1.4142135623730951,19.091883092036785,0.0,0.0,526.0874452027914,3.5355339059327378,11.313708498984761,0.0,1.4142135623730951,5.0,0.0,10.0,3.0,4.0,10.0,0.0,0.0,2.0,8.0,1.0,1.0,2587.0,5.0,27.0,0.0,17.0,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,-19.0,1.0,1.0,1843.0,0.0,11.0,0.0,15.0,2.5,0.0,7.5,2.5,3.0,7.5,0.0,0.0,1.0,-5.5,1.0,1.0,2215.0,2.5,19.0,0.0,16.0,11.0,3.0,32
33,Harrison Barnes,2,0.22710126957943821,18.0,6.0,1.0,7.0,6.0,6.0,14.0,2.0,2.0,1.0,10.0,1.0,0.0,2819.0,12.0,30.0,0.0,23.0,0.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.0,4.242640687119285,1.4142135623730951,1.4142135623730951,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.0,542.3509011700819,1.4142135623730951,9.899494936611665,0.0,6.363961030678928,9.0,4.0,1.0,4.0,4.0,10.0,2.0,2.0,1.0,6.0,1.0,0.0,1793.0,7.0,22.0,0.0,16.0,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1026.0,5.0,8.0,0.0,7.0,9.0,3.0,0.5,3.5,3.0,7.0,1.0,1.0,0.5,5.0,0.5,0.0,1409.5,6.0,15.0,0.0,11.5,11.0,3.0,33
34,Steve Blake,2,0.01731143697672055,2.0,0.0,1.0,3.0,3.0,6.0,3.0,4.0,4.0,0.0,-18.0,1.0,1.0,2923.0,2.0,11.0,1.0,12.0,1.4142135623730951,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,2.8284271247461903,2.8284271247461903,0.0,5.656854249492381,0.7071067811865476,0.7071067811865476,956.7154749453988,1.4142135623730951,7.7781745930520225,0.7071067811865476,8.48528137423857,2.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,0.0,-5.0,1.0,1.0,2138.0,2.0,11.0,1.0,12.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,785.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.5,1.5,1.5,2.0,2.0,0.0,-9.0,0.5,0.5,1461.5,1.0,5.5,0.5,6.0,11.0,3.0,34
35,Jordan Crawford,2,0.5573236281523579,1.0,0.0,6.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,-18.0,1.0,0.0,2205.0,1.0,0.0,0.0,4.0,0.7071067811865476,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,451.8412331782039,0.7071067811865476,0.0,0.0,1.4142135623730951,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,-9.0,1.0,0.0,1422.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,783.0,0.0,0.0,0.0,1.0,0.5,0.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,-9.0,0.5,0.0,1102.5,0.5,0.0,0.0,2.0,11.0,3.0,35
36,Hilton Armstrong,2,0.06403838498306957,6.0,0.0,2.0,5.0,0.0,6.0,13.0,1.0,1.0,0.0,-30.0,1.0,0.0,2999.0,6.0,35.0,0.0,28.0,1.4142135623730951,0.0,1.4142135623730951,0.7071067811865476,0.0,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,5.656854249492381,0.7071067811865476,0.0,801.1519830843583,1.4142135623730951,2.1213203435596424,0.0,5.656854249492381,4.0,0.0,2.0,3.0,0.0,7.0,1.0,1.0,0.0,-11.0,1.0,0.0,2066.0,4.0,19.0,0.0,18.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,-19.0,0.0,0.0,933.0,2.0,16.0,0.0,10.0,3.0,0.0,1.0,2.5,0.0,6.5,0.5,0.5,0.0,-15.0,0.5,0.0,1499.5,3.0,17.5,0.0,14.0,11.0,3.0,36
37,Andrew Bogut,2,0.33067865724771306,2.0,0.0,2.0,3.0,0.0,6.0,3.0,1.0,1.0,0.0,-3.0,1.0,0.0,986.0,2.0,16.0,0.0,5.0,1.4142135623730951,0.0,1.4142135623730951,2.1213203435596424,0.0,0.0,2.1213203435596424,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,0.7071067811865476,0.0,697.2072862499358,1.4142135623730951,11.313708498984761,0.0,3.5355339059327378,2.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,986.0,2.0,16.0,0.0,5.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.0,1.5,0.5,0.5,0.0,-1.5,0.5,0.0,493.0,1.0,8.0,0.0,2.5,11.0,3.0,37
38,David Lee,1,0.2144408952043637,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,38
39,Shawn Marion,2,0.3524869911206867,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,39
40,Dirk Nowitzki,2,0.7964766852230867,19.0,7.0,4.0,1.0,4.0,6.0,6.0,3.0,4.0,0.0,-5.0,0.0,2.0,4005.0,12.0,15.0,4.0,13.0,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,1.4142135623730951,0.0,1.4142135623730951,2.1213203435596424,2.8284271247461903,0.0,7.7781745930520225,0.0,0.0,214.2533546995239,0.0,0.7071067811865476,1.4142135623730951,2.1213203435596424,10.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,0.0,3.0,0.0,1.0,2154.0,6.0,8.0,3.0,8.0,,,,,,,,,,,,,,,,,,9.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,-8.0,0.0,1.0,1851.0,6.0,7.0,1.0,5.0,9.5,3.5,2.0,0.5,2.0,3.0,1.5,2.0,0.0,-2.5,0.0,1.0,2002.5,6.0,7.5,2.0,6.5,11.0,4.0,40
41,Samuel Dalembert,2,0.4992153053854317,22.0,1.0,4.0,4.0,2.0,6.0,23.0,3.0,5.0,2.0,1.0,4.0,2.0,4468.0,21.0,59.0,2.0,39.0,0.0,0.7071067811865476,1.4142135623730951,2.8284271247461903,1.4142135623730951,0.0,2.1213203435596424,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,0.0,0.0,206.47518010647187,0.7071067811865476,4.949747468305833,0.0,2.1213203435596424,11.0,1.0,3.0,4.0,2.0,13.0,2.0,3.0,1.0,2.0,2.0,1.0,2380.0,11.0,33.0,1.0,21.0,,,,,,,,,,,,,,,,,,11.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,1.0,-1.0,2.0,1.0,2088.0,10.0,26.0,1.0,18.0,11.0,0.5,2.0,2.0,1.0,11.5,1.5,2.5,1.0,0.5,2.0,1.0,2234.0,10.5,29.5,1.0,19.5,11.0,4.0,41
42,Monta Ellis,2,0.4771441072689736,9.0,5.0,1.0,5.0,2.0,6.0,4.0,6.0,6.0,0.0,-22.0,0.0,2.0,2139.0,4.0,14.0,2.0,6.0,2.1213203435596424,0.7071067811865476,0.7071067811865476,2.1213203435596424,1.4142135623730951,0.0,1.4142135623730951,4.242640687119285,4.242640687119285,0.0,5.656854249492381,0.0,0.0,912.8748545118328,1.4142135623730951,7.0710678118654755,1.4142135623730951,1.4142135623730951,6.0,3.0,1.0,4.0,2.0,3.0,6.0,6.0,0.0,-7.0,0.0,1.0,1715.0,3.0,12.0,2.0,4.0,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-15.0,0.0,1.0,424.0,1.0,2.0,0.0,2.0,4.5,2.5,0.5,2.5,1.0,2.0,3.0,3.0,0.0,-11.0,0.0,1.0,1069.5,2.0,7.0,1.0,3.0,11.0,4.0,42
43,Jose Calderon,2,0.9682399656728736,6.0,1.0,15.0,0.0,4.0,6.0,15.0,6.0,8.0,1.0,-13.0,2.0,2.0,4770.0,5.0,39.0,2.0,35.0,1.4142135623730951,0.7071067811865476,2.1213203435596424,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.7071067811865476,3.5355339059327378,1.4142135623730951,0.0,248.90158697766472,2.1213203435596424,10.606601717798213,0.0,7.7781745930520225,4.0,1.0,9.0,0.0,2.0,11.0,3.0,4.0,1.0,-4.0,2.0,1.0,2561.0,4.0,27.0,1.0,23.0,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,0.0,2.0,4.0,3.0,4.0,0.0,-9.0,0.0,1.0,2209.0,1.0,12.0,1.0,12.0,3.0,0.5,7.5,0.0,2.0,7.5,3.0,4.0,0.5,-6.5,1.0,1.0,2385.0,2.5,19.5,1.0,17.5,11.0,4.0,43
44,Vince Carter,2,0.8638564480440265,4.0,0.0,7.0,6.0,4.0,6.0,11.0,1.0,1.0,0.0,-23.0,0.0,2.0,3811.0,4.0,27.0,0.0,22.0,0.0,0.0,3.5355339059327378,1.4142135623730951,1.4142135623730951,0.0,3.5355339059327378,0.7071067811865476,0.7071067811865476,0.0,4.949747468305833,0.0,0.0,413.6574669941303,0.0,7.7781745930520225,0.0,2.8284271247461903,2.0,0.0,6.0,4.0,3.0,8.0,1.0,1.0,0.0,-8.0,0.0,1.0,2198.0,2.0,19.0,0.0,13.0,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,-15.0,0.0,1.0,1613.0,2.0,8.0,0.0,9.0,2.0,0.0,3.5,3.0,2.0,5.5,0.5,0.5,0.0,-11.5,0.0,1.0,1905.5,2.0,13.5,0.0,11.0,11.0,4.0,44
45,Brandan Wright,2,0.581084113433292,6.0,2.0,5.0,5.0,0.0,6.0,10.0,1.0,2.0,1.0,17.0,3.0,0.0,3380.0,4.0,28.0,1.0,25.0,1.4142135623730951,1.4142135623730951,2.1213203435596424,0.7071067811865476,0.0,0.0,1.4142135623730951,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,237.58787847867995,0.0,2.8284271247461903,0.7071067811865476,0.7071067811865476,4.0,2.0,4.0,3.0,0.0,6.0,1.0,2.0,1.0,9.0,2.0,0.0,1858.0,2.0,16.0,1.0,13.0,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,1522.0,2.0,12.0,0.0,12.0,3.0,1.0,2.5,2.5,0.0,5.0,0.5,1.0,0.5,8.5,1.5,0.0,1690.0,2.0,14.0,0.5,12.5,11.0,4.0,45
46,Devin Harris,2,0.295109190661761,8.0,4.0,1.0,3.0,1.0,6.0,9.0,4.0,4.0,1.0,13.0,1.0,0.0,2508.0,4.0,22.0,2.0,13.0,1.4142135623730951,2.8284271247461903,0.7071067811865476,2.1213203435596424,0.7071067811865476,0.0,0.7071067811865476,2.8284271247461903,2.8284271247461903,0.7071067811865476,13.435028842544403,0.7071067811865476,0.0,380.42344827836257,1.4142135623730951,4.242640687119285,0.0,0.7071067811865476,5.0,4.0,1.0,3.0,1.0,5.0,4.0,4.0,1.0,16.0,1.0,0.0,1523.0,3.0,14.0,1.0,7.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-3.0,0.0,0.0,985.0,1.0,8.0,1.0,6.0,4.0,2.0,0.5,1.5,0.5,4.5,2.0,2.0,0.5,6.5,0.5,0.0,1254.0,2.0,11.0,1.0,6.5,11.0,4.0,46
47,Jae Crowder,2,0.8418029293343786,4.0,0.0,11.0,4.0,0.0,6.0,5.0,2.0,2.0,2.0,23.0,0.0,0.0,2384.0,4.0,16.0,0.0,13.0,1.4142135623730951,0.0,2.1213203435596424,1.4142135623730951,0.0,0.0,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0,7.7781745930520225,0.0,0.0,296.98484809834997,1.4142135623730951,2.8284271247461903,0.0,0.7071067811865476,3.0,0.0,7.0,3.0,0.0,3.0,2.0,2.0,1.0,17.0,0.0,0.0,1402.0,3.0,10.0,0.0,7.0,,,,,,,,,,,,,,,,,,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,982.0,1.0,6.0,0.0,6.0,2.0,0.0,5.5,2.0,0.0,2.5,1.0,1.0,1.0,11.5,0.0,0.0,1192.0,2.0,8.0,0.0,6.5,11.0,4.0,47
48,DeJuan Blair,2,0.3884382312486826,7.0,1.0,3.0,2.0,1.0,6.0,2.0,1.0,2.0,0.0,28.0,0.0,0.0,1976.0,6.0,5.0,1.0,6.0,2.1213203435596424,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.0,1.4142135623730951,0.7071067811865476,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0,216.37467504308356,1.4142135623730951,3.5355339059327378,0.7071067811865476,0.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,15.0,0.0,0.0,1141.0,4.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,835.0,2.0,0.0,0.0,3.0,3.5,0.5,1.5,1.0,0.5,1.0,0.5,1.0,0.0,14.0,0.0,0.0,988.0,3.0,2.5,0.5,3.0,11.0,4.0,48
49,Wayne Ellington,2,0.6487030637260546,4.0,2.0,0.0,3.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,859.0,2.0,8.0,0.0,6.0,1.4142135623730951,0.0,0.0,2.1213203435596424,0.7071067811865476,0.0,2.1213203435596424,1.4142135623730951,1.4142135623730951,0.0,4.949747468305833,0.7071067811865476,0.0,352.8462838120872,1.4142135623730951,2.8284271247461903,0.0,1.4142135623730951,3.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,679.0,2.0,6.0,0.0,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,180.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.5,0.5,1.5,1.0,1.0,0.0,0.5,0.5,0.0,429.5,1.0,4.0,0.0,3.0,11.0,4.0,49
50,Bernard James,2,0.7356560353272142,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,50
51,Shane Larkin,2,0.2658740573164665,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,51
52,Chandler Parsons,2,0.637002975706769,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,52
53,Donatas Motiejunas,2,0.7648874547214517,15.0,1.0,7.0,6.0,6.0,6.0,15.0,3.0,5.0,2.0,-19.0,3.0,2.0,4615.0,14.0,36.0,0.0,31.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0,0.7071067811865476,2.1213203435596424,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,239.7091988222396,1.4142135623730951,2.8284271247461903,0.0,0.7071067811865476,8.0,1.0,4.0,4.0,4.0,8.0,3.0,3.0,2.0,-9.0,2.0,1.0,2477.0,8.0,20.0,0.0,16.0,,,,,,,,,,,,,,,,,,7.0,0.0,3.0,2.0,2.0,7.0,0.0,2.0,0.0,-10.0,1.0,1.0,2138.0,6.0,16.0,0.0,15.0,7.5,0.5,3.5,3.0,3.0,7.5,1.5,2.5,1.0,-9.5,1.5,1.0,2307.5,7.0,18.0,0.0,15.5,12.0,5.0,53
54,Omer Asik,2,0.10975152009036748,7.0,4.0,1.0,9.0,3.0,6.0,6.0,1.0,1.0,0.0,-4.0,0.0,1.0,1867.0,3.0,13.0,0.0,13.0,2.1213203435596424,1.4142135623730951,0.7071067811865476,0.7071067811865476,2.1213203435596424,0.0,4.242640687119285,0.7071067811865476,0.7071067811865476,0.0,5.656854249492381,0.0,0.7071067811865476,604.5762979144981,0.7071067811865476,9.192388155425117,0.0,6.363961030678928,5.0,3.0,1.0,5.0,3.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,1361.0,2.0,13.0,0.0,11.0,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,506.0,1.0,0.0,0.0,2.0,3.5,2.0,0.5,4.5,1.5,3.0,0.5,0.5,0.0,-2.0,0.0,0.5,933.5,1.5,6.5,0.0,6.5,12.0,5.0,54
